scan_index,t,odom_index,x,y,theta,selected_cluster_mass,candidate_cluster_mass,candidate_cluster_count,best_particle,best_particle_weight,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,selected_switched,hypothesis_switches,ess,ess_ratio,beams,mean_log_likelihood,stable_now,accepted,reference_x,reference_y,reference_theta,reference_position_error_m,reference_heading_error_rad
4404,441.2193298339844,4365,3.067763450705333,0.6957907247080763,-0.6342509756508176,0.9999999999999998,0.9999999999999998,9489,0,0.00013379694066421662,0.9999999999999998,9489,0.9999999999999998,0.0,0,0,10,8567.812766574489,0.8567812766574489,120,-79.8110205078125,0,0,1.361803,-7.119986,0.174533,7.999791676653789,0.8087839756508175
4408,441.6355895996094,4369,3.0637527669855373,0.6973703224784649,-0.6359659304539551,1.0,1.0,9284,0,0.00015359811164893127,1.0,9284,1.0,0.0,0,0,10,7792.467746074884,0.7792467746074885,120,-108.6262548828125,0,0,1.361803,-7.119986,0.174533,8.00048079067353,0.8104989304539552
4412,442.02410888671875,4373,3.0616167794474256,0.6978424081691206,-0.6369273869373638,1.0,1.0,9107,3,0.00017599531453984705,1.0,9107,1.0,0.0,0,0,10,7073.8147925394505,0.707381479253945,120,-134.38884765625,0,0,1.361803,-7.119986,0.174533,8.000487979140738,0.8114603869373638
4416,442.4268493652344,4377,3.0582027395111133,0.699037177965083,-0.6387892071596998,0.9999999983538638,0.9999999983538638,8914,3,0.00020223401758486786,0.9999999983538638,8914,0.9999999983538638,0.0,0,0,10,6389.1535372203925,0.6389153537220392,120,-166.2116162109375,0,0,1.361803,-7.119986,0.174533,8.000930916697666,0.8133222071596996
4420,442.8282165527344,4381,3.0541247047801257,0.7004297103554706,-0.6402150099661541,0.9999999999974073,0.9999999999974073,8752,3,0.00023223606397585942,0.9999999999974073,8752,0.9999999999974073,0.0,0,0,10,5768.539536458072,0.5768539536458072,120,-188.3291845703125,0,0,1.361803,-7.119986,0.174533,8.001428287202515,0.8147480099661542
4424,443.2297058105469,4385,3.0453780789475022,0.7041879653355183,-0.6799571655702663,1.0,1.0,8598,3,0.00029589713073990717,1.0,8597,1.0,0.0,0,0,10,4917.569320185205,0.49175693201852044,120,-209.4516650390625,0,0,1.361803,-7.119986,0.139626,8.003257042372637,0.8195831655702663
4428,443.6341247558594,4389,3.03482189132803,0.7089153056194707,-0.6998954200257572,1.0,1.0,8433,3,0.00039662883394534843,1.0,8433,1.0,0.0,0,0,10,3962.6484454210968,0.3962648445421097,120,-239.1142919921875,0,0,1.361803,-7.119986,0.10472,8.005665985030273,0.8046154200257573
4432,444.0367431640625,4393,3.0175194183645138,0.7157831273618414,-0.7168204266075933,1.0,1.0,8262,3,0.0006300289601102364,1.0,8262,1.0,0.0,0,0,10,2852.0595047471666,0.28520595047471664,120,-263.49576171875,0,0,1.361803,-7.119986,0.05236,8.00878734112467,0.7691804266075932
4436,444.43878173828125,4397,2.9723875840318694,0.7312323131411624,-0.740172587991426,1.0,1.0,9763,0,0.00031100727802525145,1.0,9763,1.0,0.0,0,0,10,5073.259914099489,0.5073259914099489,120,-38.475712890625,0,0,1.361803,-7.119986,0.017453,8.014712203374758,0.7576255879914262
4440,444.8408508300781,4401,2.910202371229739,0.7471275601024618,-0.754169297461058,1.0,1.0,9588,0,0.0012472179217034194,1.0,9588,1.0,0.0,0,0,10,1599.79284375219,0.159979284375219,120,-70.531396484375,1,0,1.361803,-7.119986,-0.034907,8.018043176509632,0.719262297461058
