scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood,best_particle,best_particle_weight,candidate_cluster_mass,candidate_cluster_count,selected_cluster_mass,selected_switched,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,hypothesis_switches,true_nearest_particle_weight,true_nearest_particle_rank,true_cluster_mass,true_cluster_count
20,4.5,-6.754137292139317,-11.784431442409957,0.0300093924953774,-10.142308,-11.7,0.0,3.3892225382929024,0.0300093924953774,745.0175748554353,56,-12.681093333333335,446,0.006599898843447977,0.3808528991879546,600,0.0009388684743492675,0,0.0009388684743492675,13,0.23869068674075367,0.004505697453216099,3,0,3.3751739194384706e-84,2945,0.0,0
22,5.1,-6.506225427215283,-11.7870221106585,-0.01485357036867907,-9.934615,-11.7,0.0,3.42949382715911,0.014853570368679068,1657.469011985632,56,-11.975133333333336,1093,0.0011776442963487691,0.34495798673269135,1111,1.653086081874506e-05,0,1.653086081874506e-05,5,0.26525751173873807,0.00338340580511676,4,0,1.413935488033883e-66,2927,1.413935488033883e-66,1
24,5.7,0.5034916513360851,11.86603133717217,-3.0999724209624775,-9.726923,-11.7,0.0,25.690839163461607,3.0999724209624775,1018.6599825900842,56,-13.072466666666665,362,0.00316132346080347,0.38641518640563793,1111,0.38641518640563793,1,1.8578612807477257e-06,5,0.28948904667211806,0.0027070962163495576,5,1,1.728152373936119e-133,2928,1.728152373936119e-133,1
26,6.3,0.28954051903513134,11.8529660021386,-3.102787826856817,-9.519231,-11.7,0.0,25.513804228506018,3.102787826856817,2203.6734298555402,56,-10.245220000000002,209,0.0008834767140272896,0.4338745368252139,1126,0.4338745368252139,0,0.4338745368252139,1126,0.4338745368252139,0.4338745368252139,0,1,1.0773249522761174e-72,2931,0.0,0
28,6.9,0.07974328785031445,11.841943364318631,-3.110766686215321,-9.311538,-11.7,0.0,25.345991035986607,3.110766686215321,1511.9237580130452,56,-10.583846666666666,244,0.00181621718041433,0.5201145013916763,1126,0.5201145013916763,0,0.5201145013916763,1126,0.5201145013916763,0.5201145013916763,0,1,1.7562104371731712e-137,2928,0.0,0
30,7.5,-0.13301791841070473,11.832030243831351,-3.11086017927336,-9.103846,-11.7,0.0,25.183967198716417,3.11086017927336,2264.360076373955,56,-9.287926666666667,62,0.0006965538241495361,0.6295447536191865,1508,0.6295447536191865,0,0.6295447536191865,1508,0.6295447536191865,0.6295447536191865,0,1,1.3843036436157726e-83,2938,0.0,0
32,8.1,-0.3466140801292284,11.821749327628583,-3.115357115883239,-8.896154,-11.7,0.0,25.027331545197935,3.115357115883239,1482.6730182110741,56,-9.980920000000001,511,0.0014482164179161795,0.7468620193890905,1508,0.7468620193890905,0,0.7468620193890905,1508,0.7468620193890905,0.7468620193890905,0,1,1.4736706361950464e-149,2932,0.0,0
34,8.7,-0.5530807191096139,11.810253933809928,-3.091931816298169,-8.688462,-11.7,0.0,24.878031847750474,3.091931816298169,753.4703592680801,56,-12.547600000000001,899,0.004220759124473248,0.9780541728546497,2179,0.9780541728546497,0,0.9780541728546497,2179,0.9780541728546497,0.9780541728546497,0,1,4.809682803827979e-69,2933,0.0,0
36,9.3,-0.7584011924919262,11.80083946604338,-3.108545720629513,-8.480769,-11.7,0.0,24.737106139627148,3.108545720629513,1690.371185469074,56,-11.508220000000001,39,0.0008537024887253486,0.9894059244349808,2849,0.9894059244349808,0,0.9894059244349808,2848,0.9894059244349808,0.9894059244349808,0,1,2.7055479916220586e-132,2957,0.0,0
38,9.9,-0.9672875638446385,11.79375332063789,-3.1179267446022285,-8.273077,-11.7,0.0,24.603475453204233,3.1179267446022285,1100.990617095562,56,-11.948913333333335,1243,0.0014604672787205037,0.9939443973384768,2848,0.9939443973384768,0,0.9939443973384768,2848,0.9939443973384768,0.9939443973384768,0,1,5.095182695786079e-262,2958,0.0,0
40,10.5,-1.176152134450049,11.788551594034134,-3.1241635944396786,-8.065385,-11.7,0.0,24.478022498996463,3.1241635944396786,2341.5828054324784,56,-10.00326,10,0.0005163589715616155,0.9954887673454322,2893,0.9954887673454322,0,0.9954887673454322,2893,0.9954887673454322,0.9954887673454322,0,1,7.61572047756422e-193,2974,7.61572047756422e-193,1
42,11.1,-1.381913537494978,11.783480205509957,-3.1284646476190736,-7.857692,-11.7,0.0,24.35999895849796,3.1284646476190736,1866.368218923299,56,-10.487293333333335,83,0.0007365228176080923,0.9974645591111243,2893,0.9974645591111243,0,0.9974645591111243,2893,0.9974645591111243,0.9974645591111243,0,1,0.0,2972,0.0,1
44,11.7,-1.5897246217438004,11.779322341146463,-3.128431964928038,-7.65,-11.7,0.0,24.248825028437107,3.128431964928038,1499.133542517684,56,-10.835326666666667,1092,0.0010284517213619718,0.998836941916202,2893,0.998836941916202,0,0.998836941916202,2893,0.998836941916202,0.998836941916202,0,1,0.0,2984,0.0,1
46,12.3,-1.8014963393216745,11.776573429922417,-3.131804871397535,-7.442308,-11.7,0.0,24.14473557945466,3.131804871397535,2497.768623813634,56,-8.609466666666668,109,0.00048010532690412626,0.9991024808040907,2907,0.9991024808040907,0,0.9991024808040907,2907,0.9991024808040907,0.9991024808040907,0,1,5.055152256923194e-140,2969,5.055152256923194e-140,1
48,12.9,-2.0117876508932127,11.772603260315428,-3.1240757788890425,-7.234615,-11.7,0.0,24.046642787190653,3.1240757788890425,1776.2294849104844,56,-10.129486666666667,2648,0.0009073324625647362,0.9998740338115463,2907,0.9998740338115463,0,0.9998740338115463,2907,0.9998740338115463,0.9998740338115463,0,1,2.0309101518389903e-276,2968,2.0309101518389903e-276,1
50,13.5,-2.2185114567736544,11.769291233689046,-3.12960219764213,-7.026923,-11.7,0.0,23.956803889098936,3.12960219764213,1475.684391490377,56,-9.637073333333333,2648,0.0012138307374069278,0.9999422244441123,2907,0.9999422244441123,0,0.9999422244441123,2907,0.9999422244441123,0.9999422244441123,0,1,0.0,2998,0.0,1
52,14.1,-2.43210795084609,11.764569780710826,-3.1093405336852067,-6.819231,-11.7,0.0,23.87117264908168,3.1093405336852067,1810.8212832960483,56,-9.594466666666667,34,0.0009088297317018787,0.9999999997847637,2910,0.9999999997847637,0,0.9999999997847637,2910,0.9999999997847637,0.9999999997847637,0,1,1.2721796236666352e-48,2925,1.2721796236666607e-48,2
54,14.7,-2.6423002872712176,11.759527094538129,-3.1248756830724793,-6.611538,-11.7,0.0,23.79294558308233,3.1248756830724793,1492.3087202751028,56,-8.722086666666668,1468,0.0014089334859658193,0.9999999999999701,2910,0.9999999999999701,0,0.9999999999999701,2910,0.9999999999999701,0.9999999999999701,0,1,1.27868443812877e-97,2929,1.27868443812877e-97,2
56,15.3,-2.853928344496267,11.756640674461087,-3.1324700851517235,-6.403846,-11.7,0.0,23.723741422710695,3.1324700851517235,2565.9846489616125,56,-8.7749,5,0.0004449018477310552,0.99999999923632,2910,0.99999999923632,0,0.99999999923632,2910,0.99999999923632,0.99999999923632,0,1,2.4727771578170566e-94,2947,0.0,0
58,15.9,-3.0610944217332374,11.755634807648136,-3.134514572792795,-6.196154,-11.7,0.0,23.66422199838898,3.134514572792795,2117.282422477526,56,-9.623140000000001,5,0.0005872162808383591,0.9999999999999951,2910,0.9999999999999951,0,0.9999999999999951,2910,0.9999999999999951,0.9999999999999951,0,1,1.2065734431140171e-181,2945,0.0,0
60,16.4,-3.233165678813899,11.754809052834428,-3.1351435155073655,-6.023077,-11.7,0.0,23.62015395557375,3.1351435155073655,1724.37400424446,56,-9.9228,8,0.0007708512732867398,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,0.0,2976,0.0,0
62,16.8,-3.37096893054351,11.754300485460423,-3.137930825230945,-5.884615,-11.7,0.0,23.588612248811142,3.137930825230945,1431.8113762963815,56,-10.403979999999999,8,0.0010037669826306527,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,0.0,2949,0.0,0
64,17.2,-3.5086509334460683,11.753931915927545,-3.137590029958923,-5.746154,-11.7,0.0,23.560418975260244,3.137590029958923,2549.3030725671824,56,-9.784046666666667,5,0.00044991317514368815,0.9998472114987924,2911,0.9998472114987924,0,0.9998472114987924,2911,0.9998472114987924,0.9998472114987924,0,1,1.336626647160083e-107,2946,0.0,0
66,17.6,-3.646192336574422,11.753843182370542,-3.1389172264178122,-5.607692,-11.7,0.0,23.53572265626972,3.1389172264178122,2120.9724475532216,56,-10.13246,6,0.0005859260215062532,0.9998743885341546,2911,0.9998743885341546,0,0.9998743885341546,2911,0.9998743885341546,0.9998743885341546,0,1,5.1482052571885825e-217,2948,0.0,0
68,18.0,-3.7805436521873497,11.753833296727777,-3.138840074587547,-5.469231,-11.7,0.0,23.51454786444679,3.138840074587547,1727.3747292783487,56,-10.850193333333333,35,0.0007809476334421032,0.9999099371196489,2911,0.9999099371196489,0,0.9999099371196489,2911,0.9999099371196489,0.9999099371196489,0,1,3.050231130950091e-267,2936,0.0,0
70,18.4,-3.9162793372363205,11.753845195709973,-3.1397571526346417,-5.330769,-11.7,0.0,23.496460062536933,3.1397571526346417,1371.262577431868,56,-11.218913333333335,35,0.0010425024343670673,0.9999501320112547,2911,0.9999501320112547,0,0.9999501320112547,2911,0.9999501320112547,0.9999501320112547,0,1,0.0,2978,0.0,0
72,18.8,-4.049487842065027,11.753500326863875,-3.139246747484845,-5.192308,-11.7,0.0,23.481326953466372,3.139246747484845,2575.528494684884,56,-9.296066666666666,0,0.00043851456581582153,0.9999999999485816,2912,0.9999999999485816,0,0.9999999999485816,2912,0.9999999999485816,0.9999999999485816,0,1,8.447506283368838e-41,2919,8.447506283368838e-41,1
74,19.2,-4.189476079469999,11.751199661925396,-3.090875011663896,-5.053846,-11.7,0.0,23.467123831927225,3.090875011663896,774.254173025723,56,-12.509113333333332,2338,0.004355417300971977,0.9999999999999999,2911,0.9999999999999999,0,0.9999999999999999,2912,0.9999999999999999,0.9999999999999999,0,1,6.313671164432822e-77,2919,6.313671164432822e-77,1
76,19.6,-4.321391900817321,11.747194656604297,-3.1136781258319277,-4.915385,-11.7,0.0,23.454717330775267,3.1136781258319277,1795.8205812299532,56,-9.705013333333333,13,0.0007481715316194706,1.0,2911,1.0,0,1.0,2911,1.0,1.0,0,1,4.266081053779974e-42,2914,4.266081053779974e-42,2
78,20.0,-4.454419440880817,11.744728497982056,-3.1247705050492276,-4.776923,-11.7,0.0,23.446946557915307,3.1247705050492276,1316.9505396783725,56,-9.891493333333333,23,0.0010731947223710687,1.0,2911,1.0,0,1.0,2911,1.0,1.0,0,1,3.0787445383070727e-78,2914,3.0787445383070727e-78,2
80,20.4,-4.597861409521498,11.743331003891686,-3.13600767548861,-4.638462,-11.7,0.0,23.443366161154767,3.13600767548861,2383.6193682857647,56,-8.995193333333335,9,0.0004944470630855138,0.9999999858645854,2911,0.9999999858645854,0,0.9999999858645854,2911,0.9999999858645854,0.9999999858645854,0,1,4.7941032582373043e-23,2913,0.0,0
82,20.8,-4.737256194328035,11.743035710483957,-3.140139997798931,-4.5,-11.7,0.0,23.444236260214854,3.140139997798931,1942.4844871006794,56,-9.225680000000002,31,0.0006496414224445514,0.9999999999999887,2910,0.9999999999999887,0,0.9999999999999887,2911,0.9999999999999887,0.9999999999999887,0,1,1.2579506149089807e-42,2914,0.0,0
84,21.2,-4.868940419439544,11.743213421101832,3.1414509924915577,-4.361538,-11.7,0.0,23.448703860183446,3.1414509924915577,1603.6438627581888,56,-9.688966666666667,203,0.0008656729775528822,0.9999999999999998,2910,0.9999999999999998,0,0.9999999999999998,2911,0.9999999999999998,0.9999999999999998,0,1,1.1398053632428775e-63,2914,0.0,0
86,21.6,-4.9981967583442355,11.743466682090059,3.1404510766432328,-4.223077,-11.7,0.0,23.456277213446345,3.1404510766432328,2545.215724271394,56,-9.255266666666667,2,0.0004519353826802244,0.9998863027502041,2911,0.9998863027502041,0,0.9998863027502042,2910,0.9998863027502041,0.9998863027502042,0,1,1.465175797956777e-17,2914,0.0,0
88,22.0,-5.131112913901343,11.746167556295973,3.1144955413014457,-4.084615,-11.7,0.0,23.469510667282897,3.1144955413014457,1440.7721497420566,56,-11.044793333333335,2039,0.0012529033314148212,0.9948709745608384,2871,0.9948709745608384,0,0.9999719715854148,2910,0.9948709745608384,0.9999719715854148,0,1,1.0837543035186438e-32,2915,0.0,0
90,22.4,-5.275143547996725,11.750138589962376,3.1002596440307313,-3.946154,-11.7,0.0,23.48776730783765,3.1002596440307313,2038.155519601034,56,-9.807966666666667,1123,0.0007697946035796412,0.9999461184651048,2910,0.9999461184651048,0,0.9999461184651048,2910,0.9999461184651048,0.9999461184651048,0,1,5.384576362902774e-05,2471,0.0,0
92,22.8,-5.301046150068549,11.754527151733516,3.1177840854482253,-3.807692,-11.7,0.0,23.502020137191007,3.1177840854482253,1263.2664140473987,56,-10.097500000000002,87,0.001874460805022109,0.9999588971966666,2911,0.9999588971966666,0,0.9999588971966666,2911,0.9999588971966666,0.9999588971966666,0,1,4.110280331662207e-05,2174,0.0,0
94,23.2,-5.370740142762716,11.757277179609812,3.1293672462068547,-3.669231,-11.7,0.0,23.518906990843522,3.1293672462068547,2040.2692084150913,56,-9.963006666666669,8,0.0006821058750451744,0.9999999810615465,2911,0.9999999810615465,0,0.9999999810615465,2911,0.9999999810615465,0.9999999810615465,0,1,4.9289218943429414e-64,2926,4.9289218943429414e-64,1
96,23.6,-5.509880704411215,11.758191010729472,3.1333236474858186,-3.530769,-11.7,0.0,23.541529445522574,3.1333236474858186,1665.8024219376296,56,-9.483093333333333,8,0.0008942065881669441,0.9999999999998559,2911,0.9999999999998559,0,0.9999999999998559,2911,0.9999999999998559,0.9999999999998559,0,1,5.878597286374182e-128,2925,5.878597286374182e-128,1
98,24.0,-5.4583184653822965,11.761546014834824,3.0998231929809035,-3.392308,-11.7,0.0,23.552336203639776,3.0998231929809035,372.38747291050305,56,-13.93318,1241,0.011013454366417689,0.9999999999988236,2910,0.9999999999988236,0,0.9999999999999998,2911,0.9999999999988236,0.9999999999999998,0,1,2.363030597028062e-189,2926,2.363030597028062e-189,1
100,24.4,-5.593290403734127,11.764655503887308,3.115521331310698,-3.253846,-11.7,0.0,23.580989335358087,3.115521331310698,2005.054712097054,56,-8.807213333333335,28,0.0006620667433715662,0.9999477834387126,2910,0.9999477834387126,0,0.9999477834387126,2910,0.9999477834387126,0.9999477834387126,0,1,7.94696383988486e-152,2975,0.0,0
102,24.8,-5.73157988804074,11.766711491072826,3.126505917887951,-3.115385,-11.7,0.0,23.61209486465485,3.126505917887951,1480.3304228252596,56,-9.15582,71,0.0009630201284216286,0.9999980456168003,2910,0.9999980456168003,0,0.9999980456168003,2910,0.9999980456168003,0.9999980456168003,0,1,4.8445140091323294e-303,2973,0.0,0
104,25.2,-5.679467288214886,11.767617854080441,-3.139992635640938,-2.976923,-11.7,0.0,23.62271858560987,3.139992635640938,1002.4115301568763,56,-12.59578,1852,0.0026962227176561097,0.9999999999981126,2910,0.9999999999981126,0,0.9999999999981126,2910,0.9999999999981126,0.9999999999981126,0,1,3.796319006351385e-58,2923,3.796319006351385e-58,1
106,25.6,-5.812063132911815,11.76724287282457,3.141330666662086,-2.838462,-11.7,0.0,23.65488938358812,3.141330666662086,2559.0800975838174,56,-10.640806666666668,2,0.00044813596540864154,0.9999987723562515,2910,0.9999987723562515,0,0.9999987723562515,2910,0.9999987723562515,0.9999987723562515,0,1,2.377508736690011e-76,2937,0.0,0
108,26.0,-5.938976610350266,11.770677970661719,3.091401276341159,-2.7,-11.7,0.0,23.693114904649015,3.091401276341159,843.5278309793069,56,-14.016373333333332,1454,0.003875738064207884,0.9999998342887739,2910,0.9999998342887739,0,0.9999998342887739,2910,0.9999998342887739,0.9999998342887739,0,1,4.054855163649947e-152,2939,0.0,0
110,26.4,-5.881741246109669,11.775484571805439,3.1195234077923732,-2.561538,-11.7,0.0,23.709114818494434,3.1195234077923732,347.4432073522512,56,-15.536993333333331,1752,0.012992082389846055,0.9999996762891488,2910,0.9999996762891488,0,0.9999996762891488,2910,0.9999996762891488,0.9999996762891488,0,1,6.674018148008152e-78,2937,0.0,0
112,26.8,-5.884991674904793,11.776760568379919,3.138862247105164,-2.423077,-11.7,0.0,23.730637159616244,3.138862247105164,774.029255181348,56,-13.2009,1639,0.005569250930651528,0.9999387313437966,2911,0.9999387313437966,0,0.9999387313437966,2911,0.9999387313437966,0.9999387313437966,0,1,2.7064342095803843e-72,2936,0.0,0
114,27.2,-6.021338083488031,11.776326847590479,3.1413259971037597,-2.284615,-11.7,0.0,23.771853559568505,3.1413259971037597,2570.0939981599154,56,-9.55172,7,0.00045020930069866174,0.9999999825826322,2910,0.9999999825826322,0,0.9999999825826322,2910,0.9999999825826322,0.9999999825826322,0,1,1.7467267918891523e-71,2928,0.0,0
116,27.6,-6.030528276254342,11.775301502741813,-3.1280310191386556,-2.146154,-11.7,0.0,23.794498191024296,3.1280310191386556,597.9799586456203,56,-13.552433333333331,1887,0.007153102656255327,0.9999999994036596,2910,0.9999999994036596,0,0.9999999994036596,2910,0.9999999994036596,0.9999999994036596,0,1,6.497149672005958e-136,2926,0.0,0
118,28.0,-6.129097371776499,11.774084347417515,-3.1278218382017906,-2.007692,-11.7,0.0,23.833141173336347,3.1278218382017906,2156.60305869607,56,-9.91526,2001,0.0009830451086970536,0.9999994433737514,2910,0.9999994433737514,0,0.9999994433737514,2910,0.9999994433737514,0.9999994433737514,0,1,5.546904924247582e-07,2907,0.0,0
120,28.4,-6.214702738001867,11.774144624426393,-3.1269364105926694,-1.869231,-11.7,0.0,23.87296777684458,3.1269364105926694,974.2882430661961,56,-10.922486666666668,2001,0.0044629307013567465,0.9999999999169807,2910,0.9999999999169807,0,0.9999999999169807,2910,0.9999999999169807,0.9999999999169807,0,1,8.301916585909107e-11,2905,0.0,0
122,28.8,-6.334261232013417,11.772904951476134,-3.1314818365484003,-1.730769,-11.7,0.0,23.920062867627262,3.1314818365484003,2418.7192806912176,56,-9.871220000000001,1228,0.00062819222257538,0.9996817471455715,2910,0.9996817471455715,0,0.9996817471455715,2910,0.9996817471455715,0.9996817471455715,0,1,2.5301843309174084e-70,2928,0.0,0
124,29.2,-6.338583501610959,11.77444853503311,-3.117944270285245,-1.592308,-11.7,0.0,23.949464819930956,3.117944270285245,1.4608716540695001,56,-20.751506666666668,1059,0.8272819917608538,0.9436432156869763,240,0.17271800823914601,0,0.17271800823914601,2910,0.9436432156869763,0.17271800823914601,1,1,0.0,2969,0.0,0
126,29.6,-6.355747715969934,11.773115005127982,-3.112245167598336,-1.453846,-11.7,0.0,23.979486409783537,3.112245167598336,1985.395561764655,56,-10.943220000000002,139,0.0006115340603681843,0.9999890427380332,2406,1.0937101452639936e-05,0,1.0937101452639936e-05,504,0.9718161292125047,0.08636447267029933,2,1,3.229856538187098e-82,2937,0.0,0
128,30.0,-6.3881808340602495,11.771998363638119,-3.107395898991659,-1.315385,-11.7,0.0,24.013911900327475,3.107395898991659,1588.9105316865446,56,-11.685786666666667,139,0.0008262752363891591,0.9999999994889649,2406,5.10723878263138e-10,0,5.10723878263138e-10,504,0.9812107526379914,0.05757631528377418,3,1,2.1483323351496003e-156,2935,0.0,0
130,30.4,-6.3881808340602495,11.771998363638119,-3.107395898991659,-1.176923,-11.7,0.0,24.043542072575015,3.107395898991659,1833.0731637630938,56,-10.683313333333334,1306,0.0009596165895425504,0.9999753066360465,2910,0.0,0,0.0,0,0.9859018911375051,0.043182236462830634,4,1,2.589070747178173e-62,2925,0.0,0
132,30.8,-2.188344209569861,11.714520278795664,-3.1300802706543958,-1.038462,-11.7,0.0,23.44273851285337,3.1300802706543958,1466.4403145350173,56,-9.913166666666667,673,0.001496225273631358,0.9999990092561643,2910,0.9999990092561643,1,0.0,0,0.9887213147612369,0.034545789170264504,5,2,9.880583003647855e-122,2925,0.0,0
134,31.2,-2.325908259057928,11.714421029768536,-3.1414515617955665,-0.9,-11.7,0.0,23.457798842229774,3.1414515617955665,2380.3543943490126,56,-10.194373333333335,1,0.0005000014176476248,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,2,1.3862310078712235e-88,2936,0.0,0
136,31.6,-2.461230925194009,11.714985593759156,3.1388240785840913,-0.761538,-11.7,0.0,23.476594863734036,3.1388240785840913,1988.1651731603317,56,-10.258093333333335,17,0.0006509301355208003,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,2,7.065918634049718e-175,2938,0.0,0
138,32.0,-2.601248388380972,11.71592648151734,3.1330853550731326,-0.623077,-11.7,0.0,23.49933562953715,3.1330853550731326,1633.7122933521887,56,-10.954526666666668,89,0.0008618762194293976,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,2,3.232126212832378e-259,2939,0.0,0
140,32.4,-2.7356861770288052,11.71738233951474,3.135357653862639,-0.484615,-11.7,0.0,23.52532926611372,3.135357653862639,2543.182302466081,56,-8.530386666666669,1,0.0004566602184801545,0.9999999999994833,2910,0.9999999999994833,0,0.9999999999994833,2910,0.9999999999994833,0.9999999999994833,0,2,2.527806674901034e-193,2985,1.4001760509614301e-96,2
142,32.8,-2.875529013066615,11.718977329543709,3.136133083246717,-0.346154,-11.7,0.0,23.55517431730039,3.136133083246717,2106.485959378653,56,-8.76482,20,0.0006160319150143703,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,2,0.0,2976,6.133623577195156e-188,2
144,33.2,-3.0123650822802452,11.72058235390146,3.1324236304407846,-0.207692,-11.7,0.0,23.58791785839411,3.1324236304407846,1742.8499316391574,56,-9.282033333333334,106,0.0008120923916106311,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,2,0.0,2972,1.4587635959550875e-276,2
146,33.6,-3.149271568819383,11.722648989482828,3.1313237209505287,-0.069231,-11.7,0.0,23.624291218787796,3.1313237209505287,1421.4240923486727,56,-9.98338,106,0.0011068233878414363,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,2,0.0,2988,0.0,2
148,34.0,-3.2906567820620087,11.722360794877382,3.1408832944239036,0.069231,-11.7,0.0,23.66211806059336,3.1408832944239036,2344.644560909903,56,-9.771393333333334,49,0.0005473806330592767,0.9999999999982125,2910,0.9999999999982125,0,0.9999999999982125,2910,0.9999999999982125,0.9999999999982125,0,2,1.5300222823508728e-37,2916,0.0,0
150,34.4,-3.4274416776755894,11.723457806619926,3.136115382696059,0.207692,-11.7,0.0,23.70385142699547,3.136115382696059,1999.4912531067716,56,-9.66792,49,0.0007092869143329435,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,2,6.52001226413443e-72,2915,0.0,0
152,34.8,-3.564347486619548,11.724833882636112,3.131819441672186,0.346154,-11.7,0.0,23.748997122109188,3.131819441672186,1668.9664064095339,56,-10.101773333333334,49,0.0009074898673915249,1.0,2911,1.0,0,1.0,2911,1.0,1.0,0,2,1.8277280167492984e-181,2926,0.0,0
154,35.2,-3.7007843518741286,11.726359238885948,3.132940232882997,0.484615,-11.7,0.0,23.797308144494103,3.132940232882997,1382.9709807476645,56,-10.81788,485,0.001179789612443329,1.0,2910,1.0,0,1.0,2911,1.0,1.0,0,2,5e-324,2940,0.0,0
156,35.6,-3.840279941261784,11.728673216579036,3.1319386759373935,0.623077,-11.7,0.0,23.850037397755955,3.1319386759373935,2541.083617895738,56,-9.383293333333334,6,0.000466421963179007,0.9999999871563954,2910,0.9999999871563954,0,0.9999999871563954,2910,0.9999999871563954,0.9999999871563954,0,2,5.066465906150461e-36,2915,5.066465906150461e-36,1
