scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood,best_particle,best_particle_weight,candidate_cluster_mass,candidate_cluster_count,selected_cluster_mass,selected_switched,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,hypothesis_switches,true_nearest_particle_weight,true_nearest_particle_rank,true_cluster_mass,true_cluster_count
10,2.3,5.103854303440409,0.9871953700074081,-1.940754729545926,-10.903846,-11.7,0.0,20.425753238534522,1.940754729545926,2804.463241083531,72,-339.80470833333334,907,0.0005610052054365841,0.9999998171311004,3047,0.9999998171311004,1,2.5985017789460207e-10,15,0.8548755866692084,0.1251357607823528,10,1,0.0,5721,1.79317019594222e-56,16
11,2.5,5.091716567634738,0.9588830581302719,-1.939544887019043,-10.834615,-11.7,0.0,20.344418337265292,1.939544887019043,4130.351053023,72,-209.1544375,2,0.00025063687283812355,0.9999999999887468,4164,0.9999999999887468,0,0.9999999999887468,4164,0.9999999999887468,0.9999999999887468,0,1,1.0264769422289097e-31,4195,1.0264769422289097e-31,12
12,2.7,5.078610447340763,0.939888146558105,-1.9373421497455918,-10.765385,-11.7,0.0,20.26817614125294,1.9373421497455918,2275.0318791554832,72,-406.4643854166667,11,0.0006118295990763316,0.9999777137672441,2349,0.9999777137672441,0,0.9999777137672441,2350,0.9999777137672441,0.9999777137672441,0,1,3.7785750688845725e-40,2395,3.7785750688845725e-40,23
13,2.9,5.067289380530737,0.9356753258959838,-1.9303285657704314,-10.696154,-11.7,0.0,20.202634435950547,1.9303285657704314,2518.2054066194128,72,-381.2929375,2,0.00040111682714825405,0.9999615597057598,2535,0.9999615597057598,0,0.9999615597057598,2530,0.9999615597057598,0.9999615597057598,0,1,6.293441147428061e-09,2533,6.293441147428061e-09,11
14,3.1,5.040270106572546,0.9400405762394317,-1.9151727305231776,-10.626923,-11.7,0.0,20.130364269123735,1.9151727305231776,2189.0493001218397,72,-412.84456770833333,9,0.0004705759624186726,0.9996915768072461,2209,0.9996915768072461,0,0.9996915768073233,2212,0.9996915768072461,0.9996915768073233,0,1,5.08073922189748e-53,2324,3.850105529574142e-40,18
15,3.3,4.992091636264521,0.9462579270445519,-1.8892159444235637,-10.557692,-11.7,0.0,20.04304394776345,1.8892159444235637,2387.1598178007807,72,-390.1113020833333,6,0.00042448992799202546,0.9999960706122506,2398,0.9999960706122506,0,0.9999985947221943,2402,0.9999960706122506,0.9999985947221943,0,1,1.3233616867918513e-27,2442,8.120251942401787e-22,15
16,3.5,4.93317249869317,0.9526693354476712,-1.8544796193801318,-10.488462,-11.7,0.0,19.94785331617067,1.8544796193801318,2537.209127726049,72,-380.9461145833333,1,0.00039656694814651215,0.9999998015787921,2553,0.9999998015787921,0,0.9999998031040997,2553,0.9999998015787921,0.9999998031040997,0,1,8.693340671039702e-32,2591,2.521517017706007e-15,17
17,3.7,4.87773723140903,0.9545905440077572,-1.827509457452915,-10.419231,-11.7,0.0,19.852856190211718,1.827509457452915,2734.6221756861337,72,-345.68053645833334,6,0.00037091333973518893,0.9999837031878093,2750,0.9999837031878093,0,0.9999837031878095,2751,0.9999837031878093,0.9999837031878095,0,1,7.275332857587577e-18,2759,7.275332857587577e-18,12
18,3.9,4.846605337607505,0.9537378887101715,-1.816313139839949,-10.35,-11.7,0.0,19.775082713940293,1.816313139839949,2781.6040432984514,72,-342.821375,0,0.0003601371929396807,0.9999243982658507,2788,0.9999243982658507,0,0.9999243982658507,2790,0.9999243982658507,0.9999243982658507,0,1,2.2308635889253833e-46,2881,2.2308635889253833e-46,8
19,4.2,4.8172394913631305,0.9492363491442806,-1.826153298761836,-10.246154,-11.7,0.0,19.670002635794283,1.826153298761836,1913.0884843675224,72,-445.9796875,5,0.0005247668450908826,0.9999887214673864,1920,0.9999887214673864,0,0.9999887214673864,1921,0.9999887214673864,0.9999887214673864,0,1,3.187469391815012e-256,4019,3.4058497283554756e-158,16
20,4.5,4.807614195957342,0.9410595105016646,-1.8362911349455118,-10.142308,-11.7,0.0,19.57796105862974,1.8362911349455118,1792.2748325948921,72,-437.6357708333333,11,0.0005613921195692555,0.9999999980892894,1797,0.9999999980892894,0,0.9999999980892893,1800,0.9999999980892894,0.9999999980892893,0,1,2.8441829425031875e-19,1815,6.558601461145448e-18,16
21,4.8,4.791466431427777,0.9306245429557845,-1.8413923487724422,-10.038462,-11.7,0.0,19.479719033558645,1.8413923487724422,1585.6923811403747,72,-456.6832083333333,158,0.0006401690997538215,0.9988576296449194,1605,0.9988576296449194,0,0.9988576296449195,1601,0.9988576296449194,0.9988576296449195,0,1,5.4250076669841805e-27,1648,5.4250076669841805e-27,14
22,5.1,4.776265857717407,0.926335016881879,-1.8572058503942177,-9.934615,-11.7,0.0,19.386447626331492,1.8572058503942177,1207.9216869107486,72,-492.6041822916667,85,0.0008464288652185024,0.9975190681714418,1224,0.9975190681714418,0,0.9975190681714418,1223,0.9975190681714418,0.9975190681714418,0,1,1.4793693864508573e-57,1451,8.431395820463208e-17,22
23,5.4,4.759778750340569,0.9140384431527776,-1.8849583222208972,-9.830769,-11.7,0.0,19.287250957570507,1.8849583222208972,1082.338262135686,72,-491.066453125,263,0.0010256766196033577,0.999999500097155,1142,0.999999500097155,0,0.999999500097155,1143,0.999999500097155,0.999999500097155,0,1,7.712125368091385e-17,1173,7.712125368091428e-17,21
