scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood,best_particle,best_particle_weight,candidate_cluster_mass,candidate_cluster_count,selected_cluster_mass,selected_switched,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,hypothesis_switches,true_nearest_particle_weight,true_nearest_particle_rank,true_cluster_mass,true_cluster_count
20,4.5,-1.035050959749657,12.02538512346715,0.02225550329643201,-1.565217,-12.0,3.141593,24.031233974999108,3.119337496703568,1418.739465287034,56,-10.936773333333335,27,0.0009601964959794285,0.9992408494050611,2907,0.9992408494050611,0,0.9992408494050611,2907,0.9992408494050611,0.9992408494050611,0,0,0.0,2996,0.0,1
22,5.1,-0.8260853063759119,12.02920825097868,0.015160945311830916,-1.773913,-12.0,3.141593,24.047894429777063,3.126432054688169,2550.3105461673513,56,-10.618013333333334,10,0.00046181792051055526,0.9988931709667626,2907,0.9988931709667626,0,0.9988931709667626,2907,0.9988931709667626,0.9988931709667626,0,0,1.8419395924107653e-43,2918,0.0,0
24,5.7,-0.6157312734627091,12.024899074883418,-0.02366051042013478,-1.982609,-12.0,3.141593,24.063751375827458,3.117931796759452,1018.3119881435293,56,-14.265273333333335,1790,0.00258647721181819,0.9980506136519334,2907,0.9980506136519334,0,0.9980506136519334,2907,0.9980506136519334,0.9980506136519334,0,0,1.7297683064404042e-64,2915,0.0,0
26,6.3,-0.40449489765680874,12.023472510133441,-0.00938075018420256,-2.191304,-12.0,3.141593,24.089830182327017,3.1322115569953843,2302.317220148122,56,-10.879800000000001,9,0.0005148039866199568,0.998158130437875,2904,0.998158130437875,0,0.998158130437875,2904,0.998158130437875,0.998158130437875,0,0,1.5694598915446163e-117,2950,0.0,0
28,6.9,-0.2056570816446066,12.022837180869416,-0.006169497124370184,-2.4,-12.0,3.141593,24.12284906601827,3.135422810055217,1896.0218209082902,56,-10.92078,9,0.0007144256666710268,0.9984804349946029,2904,0.9984804349946029,0,0.9984804349946029,2904,0.9984804349946029,0.9984804349946029,0,0,3.15989812189971e-230,2947,0.0,0
30,7.5,0.002357281943008842,12.023891460021051,0.004918404934559139,-2.608696,-12.0,3.141593,24.165366956121684,3.1366745950654407,1410.792617158672,56,-12.815573333333333,451,0.0010629133927094068,0.9990149343976689,2904,0.9990149343976689,0,0.9990149343976689,2904,0.9990149343976689,0.9990149343976689,0,0,0.0,2951,0.0,0
32,8.1,0.21722963581068305,12.025106451666108,0.003999263342432543,-2.817391,-12.0,3.141593,24.21600013249869,3.1375937366575672,2565.8832173076985,56,-9.720206666666668,19,0.000448444410432475,0.9994027496030268,2907,0.9994027496030268,0,0.9994027496030268,2907,0.9994027496030268,0.9994027496030268,0,0,9.284798486182883e-154,2968,9.284798486182883e-154,1
34,8.7,0.28444224244466926,12.024218092929523,-0.005431418589097955,-3.026087,-12.0,3.141593,24.251240356767806,3.136160888590489,1032.4775780864002,56,-12.399553333333337,749,0.0029798187514374916,0.9979169639557266,2907,0.9979169639557266,0,0.9979169639557266,2907,0.9979169639557266,0.9979169639557266,0,0,1.38566e-318,2969,1.38566e-318,1
36,9.3,0.3635243315383681,12.030875359016019,0.06667929395708584,-3.234783,-12.0,3.141593,24.298781577946784,3.074913706042914,399.5101056563227,56,-14.928560000000003,5,0.006577498844430734,0.6874100526775468,240,0.6874100526775468,0,0.9820482618456621,2904,0.6874100526775468,0.9820482618456621,0,0,6.038091976211021e-202,2976,0.0,0
38,9.9,0.6587441681686033,12.03992038928219,0.03412534957316767,-3.443478,-12.0,3.141593,24.387414767458225,3.107467650426832,1702.0275970310597,56,-10.168773333333334,126,0.000876506756991482,0.9879273620534619,2859,0.9879273620534619,0,0.9879273620534619,2859,0.9879273620534619,0.9879273620534619,0,0,1.8724379436485433e-80,2940,0.0,0
40,10.5,0.7988393284699356,12.043417172564709,0.015200006712295709,-3.652174,-12.0,3.141593,24.45194121095903,3.126392993287704,902.6663655467925,56,-11.291313333333335,1207,0.002477678348094769,0.9831214217514163,2859,0.9831214217514163,0,0.9831214217514163,2859,0.9831214217514163,0.9831214217514163,0,0,1.4421095931732807e-165,2941,0.0,0
42,11.1,0.8321797422794486,12.041282196817027,-0.0017563125341952728,-3.86087,-12.0,3.141593,24.495060023410854,3.1398359946453915,160.73894520591028,56,-14.186066666666665,18,0.015650258937456925,0.4715678613718095,50,0.528426888049968,0,0.528426888049968,2861,0.4715678613718095,0.528426888049968,1,0,2.081753230981229e-35,2918,2.081753230981229e-35,1
44,11.7,0.9757846371743187,12.038239011558982,-0.002953366809054389,-4.069565,-12.0,3.141593,24.562013104348168,3.1386389403705324,2133.6348747259035,56,-8.547426666666668,472,0.0006860356205267913,0.6504243598922685,1380,0.34957560281851036,0,0.34957560281851036,1532,0.560996110632039,0.43900124543423913,2,0,2.0894865461581624e-47,2923,0.0,0
46,12.3,1.1025786768070325,12.033100342980303,-0.005799735823326389,-4.278261,-12.0,3.141593,24.628100773775895,3.1357925713562604,1119.1004134294922,56,-10.180826666666668,1065,0.0014536982875179827,0.9206444898618524,1380,0.07935551013549005,0,0.07935551013549005,1532,0.6808789037086435,0.31911933366798945,3,0,1.932635721815895e-206,2956,0.0,0
48,12.9,1.1715512182220977,12.019724435355181,-0.01600775406795541,-4.486957,-12.0,3.141593,24.67723398612749,3.1255845531116315,2294.173934187888,56,-8.839893333333334,452,0.0005505131996133749,0.9999512258518664,2678,4.877414813132666e-05,0,4.877414813132666e-05,233,0.7606469842444492,0.2393516937880249,4,0,4.768395771655758e-49,2928,4.768395771655758e-49,1
50,13.5,1.440100539026861,12.020790344006723,-0.03138913108188762,-4.695652,-12.0,3.141593,24.79205170958832,3.1102031760976994,1179.713910560378,56,-11.906780000000001,1332,0.002150075706516041,0.9999999998975839,2678,1.0241629675346243e-10,0,1.0241629675346243e-10,233,0.8085175873750762,0.1914813550509032,5,0,4.047751020567586e-93,2928,4.047751020567586e-93,1
52,14.1,1.440100539026861,12.020790344006723,-0.03138913108188762,-4.904348,-12.0,3.141593,24.84452446747747,3.1102031760976994,2351.6986857205816,56,-10.004993333333335,59,0.0005272541963390695,0.9999999999999998,2910,0.0,0,0.0,0,0.8404313228125635,0.15956779587575265,6,0,2.6375828032772716e-61,2926,0.0,0
54,14.7,1.440100539026861,12.020790344006723,-0.03138913108188762,-5.113043,-12.0,3.141593,24.898635685390797,3.1102031760976994,1851.803088373304,56,-10.202306666666667,144,0.0007612942632593185,1.0,2910,0.0,0,0.0,0,1.0,0.0,1,0,4.018642541014534e-105,2922,0.0,0
56,15.3,1.440100539026861,12.020790344006723,-0.03138913108188762,-5.321739,-12.0,3.141593,24.95437522163746,3.1102031760976994,1450.404923338885,56,-10.517600000000002,144,0.0010546183492283051,1.0,2910,0.0,0,0.0,0,1.0,0.0,2,0,2.765258714468074e-167,2925,0.0,0
58,15.9,1.440100539026861,12.020790344006723,-0.03138913108188762,-5.530435,-12.0,3.141593,25.01173193626469,3.1102031760976994,590.4780607713202,56,-14.568993333333331,1492,0.00483459146715156,0.9999999999999998,2910,0.0,0,0.0,0,1.0,0.0,3,0,1.9890086984299498e-54,2924,0.0,0
60,16.4,1.440100539026861,12.020790344006723,-0.03138913108188762,-5.69375,-11.9625,2.761086,25.021791287557733,2.7924751310818876,2034.593450610529,56,-10.55048,61,0.000665930440127167,0.9999999973648492,2910,0.0,0,0.0,0,0.9999999993412123,0.0,4,0,5.891836947431635e-34,2915,0.0,0
62,16.8,0.22237077832193108,12.041698653232846,0.12385719889384748,-5.81875,-11.9125,2.761086,24.704225820227904,2.637228801106153,1384.71633381548,56,-11.43566,189,0.0010695354526862383,0.9999999999999865,2910,1.122314785525556e-99,0,1.122314785525556e-99,1,0.9999999994729671,2.2446295710511118e-100,5,0,2.458975708267012e-62,2914,0.0,0
64,17.2,0.22237077832193108,12.041698653232846,0.12385719889384748,-5.94375,-11.8625,2.761086,24.68667168141693,2.637228801106153,1797.247391276995,56,-10.479186666666669,166,0.0009616969232043785,0.9999054905916211,2910,0.0,0,0.0,0,0.9999842479927429,1.8705246425425933e-100,6,0,4.707942064870897e-130,2961,0.0,0
66,17.6,0.22237077832193108,12.041698653232846,0.12385719889384748,-6.06875,-11.8125,2.761086,24.669839765092306,2.637228801106153,1495.1801930638883,56,-9.464266666666667,2063,0.0015703967009855315,0.9999894187502609,2910,0.0,0,0.0,0,0.9999849866723883,1.60330683646508e-100,7,0,8.120044827569059e-244,2962,0.0,0
68,18.0,-0.9748717331168011,11.73777997450892,-0.33972921747695095,-6.19375,-11.7625,2.761086,24.072803103187855,3.100815217476951,1013.351762067076,56,-12.952660000000002,1023,0.0021005875336076282,0.9999999999315925,2910,0.0001905610017541389,0,0.0001905610017541389,1,0.9999868633297888,2.382012521926736e-05,8,0,3.569509683468049e-123,2955,0.0,0
70,18.4,-1.3193811002321367,11.738923106028892,-0.3761706140651014,-6.31875,-11.7125,2.761086,23.978384747391804,3.1372566140651017,2589.5239268460437,56,-10.11402,8,0.0004357130600263567,0.9999933342404543,2912,0.9999933342404543,0,0.9999933342404543,2912,0.9999933342404543,0.9999933342404543,0,0,2.2367493351934468e-218,2985,0.0,0
72,18.8,-1.1826930463046965,11.733874905809092,0.0006168206377024531,-6.454348,-11.7,3.141593,24.019509550611755,3.1409761793622972,2109.6535793898224,56,-10.097166666666666,19,0.0005866285343549177,0.9999997447745996,2912,0.9999997447745996,0,0.9999997447745997,2910,0.9999997447745996,0.9999997447745997,0,0,0.0,2985,0.0,0
74,19.2,-1.042979778873578,11.735638868451048,0.007855049797533965,-6.593478,-11.7,3.141593,24.08396146142036,3.133737950202466,1764.207599279533,56,-10.24774,90,0.000751104010487578,0.9999999895217737,2912,0.9999999895217737,0,0.9999999895217737,2912,0.9999999895217737,0.9999999895217737,0,0,0.0,2971,0.0,0
76,19.6,-0.9028893577216877,11.737294740233068,0.01069959901029422,-6.732609,-11.7,3.141593,24.151447489707987,3.130893400989706,1484.1368442956891,56,-10.47344,90,0.0009527113961959761,0.9999999986938717,2912,0.9999999986938717,0,0.9999999986938717,2912,0.9999999986938717,0.9999999986938717,0,0,0.0,2985,0.0,0
78,20.0,-0.7613587631384564,11.738973424565543,0.010114957284564543,-6.871739,-11.7,3.141593,24.22234963492431,3.131478042715435,2581.686449405401,56,-9.126686666666668,2,0.0004391973321753033,0.9999999999818174,2910,0.9999999999818174,0,0.9999999999818174,2910,0.9999999999818174,0.9999999999818174,0,0,3.228963648005816e-32,2916,3.228963648005816e-32,1
80,20.4,-0.6200401387441588,11.740351746128951,0.01241484392594785,-7.01087,-11.7,3.141593,24.295941971814344,3.129178156074052,2259.062259759144,56,-9.722960000000002,2,0.0005349967815664621,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,0,2.7783459060372423e-60,2916,2.7783459060372423e-60,1
82,20.8,-0.47953047803624327,11.741970894566437,0.01372620530094556,-7.15,-11.7,3.141593,24.37254937558128,3.127866794699054,1878.4618923928408,56,-10.343453333333333,17,0.0006873186527032506,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,0,5.4406166501882205e-107,2916,5.4406166501882205e-107,1
84,21.2,-0.33981647513907753,11.742806624890488,0.013610508557674247,-7.28913,-11.7,3.141593,24.451137824625345,3.1279824914423258,1634.4893877011302,56,-10.184493333333334,46,0.0008363346645222593,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,0,5.392941336691603e-136,2916,5.392941336691603e-136,1
86,21.6,-0.35718528069805117,11.747485836770931,-0.01367437729705145,-7.428261,-11.7,3.141593,24.490502320158217,3.1279179298825355,275.5661074578435,56,-16.290233333333333,444,0.046715064176190445,0.9999999999999998,2910,0.9999999999999998,0,0.9999999999999998,2910,0.9999999999999998,0.9999999999999998,0,0,8.989461813380949e-232,2984,0.0,0
88,22.0,-0.264848128584657,11.745640976030284,-0.012276896791843949,-7.567391,-11.7,3.141593,24.556571689993074,3.129315410387743,1547.9284264124844,56,-10.73566,1777,0.0012805146459784326,0.9999900753895741,2910,0.9999900753895741,0,0.9999900753895741,2910,0.9999900753895741,0.9999900753895741,0,0,6.910990664116449e-13,2886,6.911000330203255e-13,3
90,22.4,-0.18311357715701293,11.745076178008931,-0.021634759578082516,-7.706522,-11.7,3.141593,24.62261706824737,3.1199575476015045,1380.570623272689,56,-13.830533333333333,69,0.005037526282728426,0.9999968585616814,2910,0.9999968585616814,0,0.9999968585616814,2910,0.9999968585616814,0.9999968585616814,0,0,3.1253106821326846e-298,2997,0.0,0
92,22.8,-0.06335399377136956,11.74829245929929,0.02312692662482586,-7.845652,-11.7,3.141593,24.70600294492377,3.118466073375174,923.2828463711313,56,-13.287393333333336,2920,0.0054044371715389955,0.9971502812220449,2910,0.9971502812220449,0,0.9971502812220449,2910,0.9971502812220449,0.9971502812220449,0,0,1.1744812062709315e-16,2913,0.0,0
94,23.2,0.04360856622325382,11.750422553629406,0.022847427714088934,-7.984783,-11.7,3.141593,24.786637308928682,3.1187455722859108,1.0000627535263955,56,-28.306820000000002,919,0.999968624713197,0.9999762174651148,240,3.1221166386306986e-05,0,3.1221166386306986e-05,2904,0.9999762174651148,3.1221166386306986e-05,1,0,7.288092651292338e-250,2983,0.0,0
96,23.6,0.25234703701919986,11.788198475769288,-0.05523085841341602,-8.123913,-11.7,3.141593,24.937064780059732,3.0863614487661706,2555.9675141091316,56,-11.207353333333332,812,0.0008340370867458657,0.9999999999999607,2909,3.479743603241531e-14,0,3.479743603241531e-14,2,0.9999881087325377,1.561058321055221e-05,2,0,2.9395470222108333e-88,2939,1.1267543211928993e-42,1
98,24.0,0.3684442161061309,11.783208304794524,-0.07150596567743785,-8.263043,-11.7,3.141593,25.019265453809272,3.070086341502149,2039.1854840635442,56,-11.054353333333335,2133,0.001572341546874196,1.0,2909,2.9726029563942883e-25,0,2.9726029563942883e-25,3,0.9999920724883585,1.0407055473701474e-05,3,0,1.307097985839187e-94,2921,1.307097985839187e-94,1
100,24.4,0.5358335879657589,11.771553630001605,-0.08402053663644736,-8.402174,-11.7,3.141593,25.11576814370954,3.0575717705431393,1493.1612281861694,56,-11.729560000000003,2133,0.003622703666410563,1.0,2909,1.7727441000237798e-36,0,1.7727441000237798e-36,3,0.9999940543662689,7.805291605276105e-06,4,0,1.860481816467373e-163,2923,1.860481816467373e-163,1
102,24.8,-0.26512584624538116,11.851982565060045,-0.05816619671767714,-8.541304,-11.7,3.141593,24.9637939339672,3.0834261104619096,2550.066827667713,56,-11.021573333333334,30,0.0008077239864493812,0.9999999995313532,2910,5.556126224272443e-14,0,5.556126224272443e-14,3,0.9999952433992858,6.244233295333137e-06,5,0,4.685912987053985e-10,2911,4.685912987053985e-10,1
104,25.2,-0.06323782204320122,11.83360897875647,-0.023281760877609768,-8.680435,-11.7,3.141593,25.06166073445241,3.118310546301977,1778.0867661683828,56,-11.67948666666667,2286,0.0019163788504503849,0.9999999999999993,2910,2.1918026711716483e-24,0,2.1918026711716483e-24,2,0.9999960361660714,5.203527746110947e-06,6,0,8.036901302829112e-16,2911,8.036901302829112e-16,1
106,25.6,0.05637444267107096,11.834451023411784,-0.016052648288125082,-8.819565,-11.7,3.141593,25.152588056964078,3.1255396588914617,1207.2437547127138,56,-12.012340000000002,2286,0.0037005517738736755,1.0,2910,9.523762634254012e-36,0,9.523762634254012e-36,2,0.9999966024280612,4.460166639523669e-06,7,0,1.4882466818627447e-22,2911,1.4882466818627447e-22,1
108,26.0,0.05637444267107096,11.834451023411784,-0.016052648288125082,-8.958696,-11.7,3.141593,25.202021348687282,3.1255396588914617,2493.747015438298,56,-12.075126666666668,1410,0.0008464060447515499,1.0,2911,0.0,0,0.0,0,0.9999970271245535,3.90264580958321e-06,8,0,8.4640604475155e-304,2996,0.0,0
110,26.4,0.05637444267107096,11.834451023411784,-0.016052648288125082,-9.097826,-11.7,3.141593,25.25212408329183,3.1255396588914617,1871.790905252801,56,-11.934040000000001,1938,0.0015487140344193216,1.0,2910,0.0,0,0.0,0,0.9999973574440476,3.469018497407298e-06,9,0,0.0,2996,0.0,0
112,26.8,11.636751726216843,-9.571578063524175,-1.523538085737302,-9.236957,-11.7,3.141593,20.981942139054066,1.6180542214422842,1371.7124431433258,56,-12.224933333333334,1410,0.0024650728674922105,1.0,2910,1.0,1,0.0,0,0.9999976216996428,3.1221166476665684e-06,10,1,0.0,2988,0.0,0
114,27.2,11.645663665773629,-9.70192904757994,-1.5244705764863455,-9.376087,-11.7,3.141593,21.11649328332853,1.6171217306932413,2590.941869754732,56,-11.85962,1954,0.0006101048316160769,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,2.533054257974419e-221,2975,0.0,0
116,27.6,11.653438939842438,-9.831447746433245,-1.524278186436242,-9.515217,-11.7,3.141593,21.250964256328132,1.6173141207433448,2173.6883906714797,56,-12.193673333333333,2236,0.0008774756740388628,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,0.0,2998,0.0,0
118,28.0,11.660268948635924,-9.948182961586204,-1.5258555280411576,-9.654348,-11.7,3.141593,21.386485419609148,1.6157367791384287,1628.694002805871,56,-12.68566,1793,0.0013950203224261692,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,1.381443286780984e-270,2938,0.0,0
120,28.4,11.66639303390403,-10.063441077379352,-1.5276995783465828,-9.793478,-11.7,3.141593,21.52218366939104,1.6138927288330038,2557.5846400799305,56,-11.727613333333332,647,0.0005489080563288139,0.9999999926427501,2912,0.9999999926427501,0,0.99999999264275,2911,0.9999999926427501,0.99999999264275,0,1,7.357250073867932e-09,2905,7.357250073867932e-09,1
122,28.8,11.688185509873588,-10.212243244322138,-1.4617263491477694,-9.932609,-11.7,3.141593,21.67192135926681,1.6798659580318172,847.9949510904149,56,-16.51025333333333,1583,0.004774030783738561,0.9999999999999998,2911,0.9999999999999998,0,0.9999999999999998,2911,0.9999999999999998,0.9999999999999998,0,1,8.84084338833664e-17,2892,8.84084338833664e-17,1
124,29.2,11.69954782575199,-10.33353606951539,-1.4738076143330747,-10.071739,-11.7,3.141593,21.814127388517694,1.667784692846512,2444.9042922862604,56,-15.462200000000001,167,0.0006039021258786856,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,1,5.9001913863356386e-142,2954,0.0,0
126,29.6,11.710372434612065,-10.446451952414145,-1.48215622958591,-10.21087,-11.7,3.141593,21.95705473383539,1.659436077593677,1867.5453833224522,56,-16.10518,1864,0.0010816055261434361,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,1.1968432682432536e-282,2953,0.0,0
128,30.0,11.707468577341439,-10.562947091322076,-1.529762355697319,-10.35,-11.7,3.141593,22.086756424553105,1.6118299514822676,532.6116746789072,56,-19.96056666666667,2911,0.004848212609597284,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,0.0,2991,0.0,0
130,30.4,11.71049497097332,-10.682669134677155,-1.5389348123275532,-10.48913,-11.7,3.141593,22.222923096240077,1.6026574948520331,2384.206823933102,56,-10.836853333333334,872,0.0005884429231833222,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,5.400416927430664e-288,2989,0.0,0
132,30.8,11.703526181353435,-10.801546105504627,-1.5763302857654256,-10.628261,-11.7,3.141593,22.349853201168806,1.565262021414161,821.572445973482,56,-14.395406666666666,872,0.0031664766113677968,1.0,2911,1.0,0,1.0,2911,1.0,1.0,0,1,0.0,2989,0.0,0
134,31.2,11.712897605276407,-10.940602380846281,-1.5239751400086703,-10.767391,-11.7,3.141593,22.493111401504606,1.6176171671709165,662.4856108607908,56,-14.900360000000001,1448,0.004926149034771617,1.0000000000000002,2910,1.0000000000000002,0,1.0000000000000002,2910,1.0000000000000002,1.0000000000000002,0,1,2.9527191199579407e-99,2941,0.0,0
136,31.6,11.718515437985152,-11.059648572751021,-1.5283885391499874,-10.906522,-11.7,3.141593,22.634097486328223,1.6132037680295996,2331.747568010308,56,-9.497106666666667,143,0.0006642234091792508,1.0000000000000002,2910,1.0000000000000002,0,1.0000000000000002,2910,1.0000000000000002,1.0000000000000002,0,1,6.642234091792509e-304,2997,0.0,0
138,32.0,11.732891967439809,-11.177116809356408,-1.4918358314894868,-11.045652,-11.7,3.141593,22.784544588550506,1.6497564756901,1048.3266399371564,56,-12.051480000000002,852,0.0028095332239369856,1.0,2910,1.0,0,1.0,2910,1.0,1.0,0,1,0.0,2979,0.0,0
140,32.4,11.721240533174601,-11.218459333404216,-2.2820740378254762,-11.172917,-11.675,2.312744,22.898709101913823,1.6883672693541103,1802.8520184540653,56,-10.98488,1071,0.0008946072612943135,0.9999999999999982,2910,0.006961691210220158,0,0.006961691210220158,307,0.9999999999999982,0.006961691210220158,1,1,1.2437859879688795e-115,2953,0.0,0
142,32.8,11.598998965203394,-11.389402748006328,-2.365356274102323,-11.264583,-11.575,2.312744,22.864335254267104,1.6050850330772637,1221.4862416346002,56,-11.553726666666666,1071,0.0016108691368264046,0.9999999999999999,2910,0.9999999999999999,0,0.9999999999999999,2910,0.9999999999999999,0.9999999999999999,0,1,1.9531450304178744e-240,2954,0.0,0
144,33.2,11.153834546022171,-10.378664293647631,-2.2588358772491395,-11.35625,-11.475,2.312744,22.536766810039307,1.7116054299304475,718.0076505607607,56,-15.668466666666667,1839,0.02629944306119153,0.3118091411819151,240,0.3118091411819151,0,0.9737005569388084,2911,0.3118091411819151,0.9737005569388084,0,1,4.00868012120068e-49,2920,0.0,0
146,33.6,11.398402684866117,-11.557351384618341,-2.364000389355133,-11.447917,-11.375,2.312744,22.847047405968528,1.606440917824454,2116.473522324221,56,-12.23562,213,0.000690100291306982,0.9670346319431091,2837,0.9670346319431091,0,0.7878846493253079,2253,0.9670346319431091,0.7878846493253079,0,1,5.74778499458771e-88,2926,5.74778499458771e-88,1
148,34.0,11.298965673048233,-11.653265843142893,-2.368783329666729,-11.539583,-11.275,2.312744,22.841680991977842,1.6016579775128579,1395.9931498486612,56,-19.644473333333334,369,0.001378913602815776,0.9973535501322255,2837,0.9973535501322255,0,0.9973535501322254,2836,0.9973535501322255,0.9973535501322254,0,1,3.0027788662925145e-188,2916,4.7121562988058704e-107,2
150,34.4,11.192294527760788,-11.753099368187826,-2.374826112580372,-11.63125,-11.175,2.312744,22.830864716216478,1.5956151945992147,2304.846509152356,56,-11.459406666666666,108,0.0005913590496252021,0.999385319069303,2903,0.999385319069303,0,0.999385319069303,2903,0.999385319069303,0.999385319069303,0,1,1.818123103547198e-128,2945,1.818123103547198e-128,1
152,34.8,11.091513619372813,-11.820731061030584,3.136271382106971,-11.7,-11.065217,1.570796,22.80403241881732,1.5654753821069711,468.72223508544016,56,-22.00184666666666,2323,0.03036228835674103,0.4570096924204581,240,0.7850550961495251,0,0.7850550961495251,1290,0.4570096924204581,0.7850550961495251,1,1,0.0,2983,0.0,1
154,35.2,10.934360237820298,-11.827683032543248,3.139368044573005,-11.7,-10.926087,1.570796,22.65230978909917,1.568572044573005,2030.4249716935751,56,-13.114493333333332,278,0.0006916157586117663,0.9994782181591892,2821,0.9994782181591892,0,0.9994782181591892,2821,0.9994782181591892,0.9994782181591892,0,1,3.795700669376931e-151,2952,0.0,0
156,35.6,10.76154300208205,-11.835777725965102,3.1051909290999666,-11.7,-10.786957,1.570796,22.48601652026421,1.5343949290999666,929.2776130599703,56,-14.939253333333333,451,0.0036306036657933133,0.9995823873799916,2821,0.9995823873799916,0,0.9995823873799916,2821,0.9995823873799916,0.9995823873799916,0,1,0.0,2963,0.0,0
