scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
380,88.6,-7.353241129340429,-11.873082180825243,-3.0844502721346942,-11.7,7.647826,1.570796,19.999004197306117,1.6279390350448921,385.72379414440974,56,-15.816046666666667
382,89.2,-7.641766238142716,-11.892586868648184,-3.089756000710987,-11.7,7.856522,1.570796,20.16175990263739,1.6226333064685987,580.8207792164702,56,-14.86848
384,89.8,-7.924351767681627,-11.898404258651041,-3.1067944274947727,-11.7,8.065217,1.570796,20.317521830505626,1.605594879684814,900.7099447778007,56,-13.987546666666667
386,90.4,-8.1846250877898,-11.900322760679604,-3.1125949326596647,-11.7,8.273913,1.570796,20.4782237828597,1.5997943745199221,1476.929220851354,56,-13.04788
388,91.0,-8.436370019280819,-11.89882830428915,-3.118679817097533,-11.7,8.482609,1.570796,20.641082026863767,1.5937094900820539,1678.8602390222438,56,-12.594553333333334
390,91.6,-8.664978873798201,-11.89346258643102,-3.1323194014689593,-11.7,8.691304,1.570796,20.807305655810854,1.5800699057106267,864.6116357130569,56,-12.54766666666667
392,92.2,-8.893775254731866,-11.887062644883846,-3.1348166258397425,-11.7,8.9,1.570796,20.975625633655856,1.5775726813398434,2129.2335188573165,56,-11.632926666666668
394,92.8,-9.119264573615718,-11.881096784782851,-3.134182414847117,-11.7,9.108696,1.570796,21.147850871639818,1.5782068923324692,1363.5840528136855,56,-11.636673333333334
396,93.4,-9.33935839737148,-11.87878131300372,-3.133171311317581,-11.7,9.317391,1.570796,21.327220857359876,1.5792179958620054,2311.9866410406335,56,-11.367433333333334
398,94.0,-9.556213400387701,-11.876492707650867,-3.132090072909229,-11.7,9.526087,1.570796,21.50967780156239,1.5802992342703572,1591.039878299683,56,-12.467473333333334
400,94.6,-9.770379940701194,-11.874293910856055,-3.139076229190594,-11.7,9.734783,1.570796,21.695060232977934,1.5733130779889921,2275.529265499086,56,-11.00074
402,95.2,-9.974685183260323,-11.871614982494927,-3.139768425190283,-11.7,9.943478,1.570796,21.883212585261813,1.5726208819893037,1531.3410199263471,56,-11.402566666666665
404,95.8,-10.175015208379726,-11.870923559954626,-3.1404835784935283,-11.7,10.152174,1.570796,22.07583304770066,1.5719057286860585,2164.099364431069,56,-10.58688
