scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
448,109.0,-0.9770186995999227,11.703183835416661,0.00620886453444651,-8.391304,11.7,0.0,7.414285983999849,0.00620886453444651,2198.511146094232,56,-9.497660000000002
450,109.6,-0.7229045083140905,11.528059931289437,0.01564164484212818,-8.182609,11.7,0.0,7.461685767338848,0.01564164484212818,1511.2118556852172,56,-10.046153333333335
452,110.2,-0.4932447718944798,11.288785767012296,-0.013310657445646416,-7.973913,11.7,0.0,7.491961978307087,0.013310657445646416,1021.6347564526011,56,-11.145600000000002
454,110.8,-0.5095759319793407,11.232953420258063,-0.004926554962013267,-7.765217,11.7,0.0,7.270657454150664,0.004926554962013267,1492.0842190404142,56,-12.076006666666668
456,111.4,-0.4225269644417956,11.707600689358033,0.004056791264563803,-7.556522,11.7,0.0,7.133999084514087,0.004056791264563803,1885.1974138548583,56,-9.81016666666667
458,112.0,0.2131720447485123,11.639851047670064,0.004398282626074306,-7.347826,11.7,0.0,7.561237288245702,0.004398282626074306,1283.4949093033813,56,-10.463006666666667
460,112.6,0.13046588962729655,11.718010962387854,0.0035999211189844133,-7.13913,11.7,0.0,7.26961820133989,0.0035999211189844133,2205.955872546546,56,-9.791666666666666
462,113.2,0.5759646319503344,11.006520736010843,0.022739127710152383,-6.930435,11.7,0.0,7.53836513603096,0.022739127710152383,1410.4279964982509,56,-10.761913333333336
464,113.8,0.6269465107415635,11.598531476128759,0.04962416994616172,-6.721739,11.7,0.0,7.3493860013690675,0.04962416994616172,816.6057285832442,56,-13.244513333333332
466,114.4,-1.0439197067078445,11.599391627934075,-0.014638703679800795,-6.513043,11.7,0.0,5.470048595923128,0.014638703679800795,70.98219761744518,56,-16.440520000000003
468,115.0,-1.4039205758078914,11.241613246848187,5.988782791764487e-05,-6.304348,11.7,0.0,4.921819516727443,5.988782791764487e-05,1266.7443220982439,56,-11.868073333333333
470,115.6,-1.0182607319178352,11.715109416053384,0.0017619067969425215,-6.095652,11.7,0.0,5.077413749503825,0.0017619067969425215,2075.9966598385577,56,-10.761486666666668
472,116.2,-0.9090285065840973,11.572988163642457,0.0059888125797428644,-5.886957,11.7,0.0,4.979548583168642,0.005988812579742864,1449.9942826301556,56,-11.088133333333333
474,116.8,-0.7774983569243119,11.339933938099474,0.038952171672319964,-5.678261,11.7,0.0,4.913972125755167,0.038952171672319964,1017.8462485569846,56,-11.649906666666666
476,117.4,-0.4044518776054774,11.712420432434675,0.04936298274401817,-5.469565,11.7,0.0,5.065128350772077,0.04936298274401817,2079.9215529762478,56,-11.345546666666667
478,118.0,-0.1349250409890875,11.52601932935233,0.017183270468293682,-5.26087,11.7,0.0,5.128896664641275,0.017183270468293682,1343.428289065079,56,-11.518220000000001
480,118.6,-0.19634988634958783,11.544573554165163,0.0012875765558320838,-5.052174,11.7,0.0,4.858310941343056,0.0012875765558320838,1530.9657707336648,56,-11.502539999999998
482,119.2,0.10319559768809715,11.725173010738425,0.0034030917300742584,-4.843478,11.7,0.0,4.9467376484440875,0.0034030917300742584,2239.573439223474,56,-9.590513333333334
484,119.8,0.29519345902549393,11.271786614658042,0.002062427451564575,-4.634783,11.7,0.0,4.94853863175095,0.002062427451564575,1589.798710298656,56,-10.198393333333334
486,120.4,0.5442929673496592,11.723094628873866,0.001582833170138515,-4.426087,11.7,0.0,4.970433621095208,0.001582833170138515,2260.678279439374,56,-10.141413333333334
488,121.0,0.7317830078029327,11.423031803293856,0.0065443189329296115,-4.217391,11.7,0.0,4.956917867132639,0.0065443189329296115,1547.1857058583014,56,-11.334686666666666
490,121.6,0.808091747074602,11.366903888815298,0.011409718954331684,-4.008696,11.7,0.0,4.828291335416121,0.011409718954331684,86.90222712043318,56,-17.251506666666668
492,122.2,0.7792180874257271,11.41064548198581,-0.004498298607222101,-3.8,11.7,0.0,4.5883509378972045,0.004498298607222101,447.1201628681779,56,-13.752800000000002
494,122.8,1.0175403216058174,11.156347513482928,-0.006456867247176067,-3.591304,11.7,0.0,4.6407977769877435,0.006456867247176067,1574.3865710739929,56,-10.856246666666665
496,123.4,0.9808029440324926,11.643523247364683,-0.0035103325144482697,-3.382609,11.7,0.0,4.363777425226182,0.00351033251444827,1176.2916624682985,56,-11.279073333333331
498,124.0,1.1046967054598245,11.434004057041252,0.017026913366856574,-3.173913,11.7,0.0,4.286870053235289,0.017026913366856574,940.7655025871142,56,-12.497459999999997
500,124.6,1.2034709323726989,11.535065034716325,-0.006353074708607078,-2.965217,11.7,0.0,4.171949498769477,0.006353074708607078,638.5316544176579,56,-13.841673333333329
502,125.2,1.2845437739345202,11.210646266184536,0.006054109151751409,-2.756522,11.7,0.0,4.070587140212592,0.006054109151751409,547.6719954864863,56,-13.291106666666664
504,125.8,1.7959680377279086,11.72082845851277,0.003566031926234458,-2.547826,11.7,0.0,4.343843973588894,0.003566031926234458,1929.3788304991022,56,-10.420546666666668
506,126.4,1.8171503562816587,11.51661693622553,-0.034362703079160964,-2.33913,11.7,0.0,4.160323995567185,0.034362703079160964,604.9897173059103,56,-13.246006666666666
508,127.0,1.8741572082806879,11.50248423007276,-0.039495942964914224,-2.130435,11.7,0.0,4.009460217285158,0.039495942964914224,338.9068686082213,56,-14.306046666666662
510,127.6,2.1585873821596664,11.121122121537093,-0.0023382327173211274,-1.921739,11.7,0.0,4.12118465773155,0.0023382327173211274,416.207328199072,56,-14.94097999999999
512,128.1,2.271362834316271,11.363940284324915,-0.033843812176662894,-1.747826,11.7,0.0,4.033213981230379,0.033843812176662894,1119.3582101023599,56,-12.752
514,128.7,2.3781103492874274,11.260670647012066,0.000976352143528243,-1.53913,11.7,0.0,3.941799365072033,0.000976352143528243,1099.817602543155,56,-11.483646666666663
516,129.3,-0.2290782875706261,11.567420276386112,-0.09160388539816616,-1.330435,11.7,0.0,1.1093078883370358,0.09160388539816618,4.497351774993695,56,-21.842699999999994
518,129.9,-0.24600143384762893,11.518684936385338,-0.04822454167186261,-1.121739,11.7,0.0,0.8943105931744671,0.04822454167186262,1346.738507372727,56,-11.953566666666669
520,130.5,0.1638596257615272,11.459393470525441,-0.028068113330538675,-0.913043,11.7,0.0,1.1034540168932567,0.028068113330538675,1649.6838041457995,56,-11.766473333333337
522,131.1,0.3302407207316812,11.7796276865258,-0.018833744258142188,-0.704348,11.7,0.0,1.037648490350498,0.018833744258142188,1797.0727304714117,56,-10.303513333333335
524,131.7,0.38471885845022064,11.16852762185815,-0.08027486803622441,-0.495652,11.693478,-0.062419,1.0250003648387889,0.01785586803622441,540.975713259758,56,-14.015606666666667
526,132.3,0.7816933638922623,11.737786625123114,-0.0702094560206139,-0.286957,11.680435,-0.062419,1.0701882120222252,0.0077904560206139,1929.7128833362412,56,-9.532340000000001
528,132.9,0.729022399919796,11.438302180021267,-0.0830905165548917,-0.078261,11.667391,-0.062419,0.8391592073172489,0.020671516554891703,686.2834025646425,56,-11.545626666666669
530,133.5,0.9971756792731248,11.71274775806549,-0.07430575958866592,0.130435,11.654348,-0.062419,0.8687058977864405,0.011886759588665917,1918.4958591837544,56,-10.327333333333334
532,134.1,1.2751177746448341,11.27018079002196,-0.008583130809804811,0.33913,11.65,0.0,1.0101166994723585,0.008583130809804811,1183.8058653792407,56,-10.965786666666666
534,134.7,1.3781928653311106,11.464898630817638,-0.009359917690094532,0.547826,11.65,0.0,0.8507476993286552,0.009359917690094532,1584.933793077297,56,-10.512673333333336
536,135.3,1.7230492520468288,11.40162093794182,-0.01294252542896167,0.756522,11.65,0.0,0.9979314041646828,0.01294252542896167,650.4455332792567,56,-12.721546666666667
538,135.9,1.796028332102181,11.11921606451773,-0.011770355258784464,0.965217,11.65,0.0,0.985889981547357,0.011770355258784462,545.8627091381156,56,-12.52029333333333
540,136.5,2.155867053331786,11.160402088452807,-0.26444888863066485,1.166667,11.608333,-0.244979,1.0858908080608782,0.019469888630664844,1379.236351196082,56,-11.912659999999999
542,137.1,1.999478453132707,10.957210158493496,-0.2535624711558062,1.366667,11.558333,-0.244979,0.8728109794203905,0.00858347115580621,1638.8163972788814,56,-10.911526666666667
544,137.7,2.1793397863897255,11.548941076747383,-0.24661149853970413,1.566667,11.508333,-0.244979,0.6140170674172433,0.0016324985397041245,1706.8961683043415,56,-11.937973333333332
546,138.3,2.356329651863028,11.369384413474464,-0.26076217399907753,1.766667,11.458333,-0.244979,0.5963337103057561,0.015783173999077527,614.3536570760623,56,-12.897639999999999
548,138.9,2.5451562036023536,11.194905551268409,-0.5204848613636693,1.945833,11.366667,-0.519146,0.6234503169030898,0.0013388613636693414,1113.8998178062545,56,-13.16408666666667
550,139.5,2.6945854022509357,10.795196451163239,-0.5074168260947495,2.120833,11.266667,-0.519146,0.7426145012785274,0.011729173905250525,1460.7974760616883,56,-11.342833333333333
552,140.1,2.7809204386225357,10.731303731321361,-0.5052648329637981,2.295833,11.166667,-0.519146,0.6518059518168894,0.013881167036201904,1550.1438750962202,56,-10.942686666666665
554,140.7,3.070595470269401,11.068484187005343,-0.4973981246426264,2.470833,11.066667,-0.519146,0.5997652231600853,0.021747875357373603,1961.2366425427426,56,-10.874373333333335
556,141.3,3.1605319241261625,10.63471691336741,0.006198587884143188,2.673913,11.05,0.0,0.6397327718358627,0.006198587884143188,1111.9266908181207,56,-11.78298
558,141.9,3.414440453209933,11.067220229374227,0.01115566556867719,2.882609,11.05,0.0,0.5321101680320441,0.01115566556867719,2237.201360704578,56,-11.222426666666665
