scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
0,0.0,-9.1150509756625,-11.438464477003114,0.01313340458470072,0.0,-12.0,3.141593,9.132331379911335,3.128459595415299,5.792322253760442,72,-754.6755738811729
1,0.2,2.126962428032369,11.42105544063159,3.0967777318472307,-0.069565,-12.0,3.141593,23.52382984752349,0.04481526815276915,4457.982627986118,72,-6.956944444444444
2,0.4,2.0493383935502867,11.424207506628214,3.1095755069805233,-0.13913,-12.0,3.141593,23.526217103970332,0.03201749301947654,2378.594103965193,72,-8.183772183641976
3,0.7,-2.575029580416359,11.49249523477626,3.105723239625079,-0.243478,-12.0,3.141593,23.607911070828088,0.035869760374920734,5006.907511918148,72,-5.763961226851853
4,1.0,-1.8700880597541165,11.96114742785233,0.07719609213055197,-0.347826,-12.0,3.141593,24.009453718022016,3.064396907869448,417.18118591558243,72,-12.145910493827145
5,1.2,-1.8001645219315154,11.96667596113595,0.04268421437020747,-0.417391,-12.0,3.141593,24.00653284502047,3.0989087856297926,2806.7849119041193,72,-8.00334201388889
6,1.4,-1.4511360607515684,11.93710026328845,0.025036573863178202,-0.486957,-12.0,3.141593,23.95651081180053,3.1165564261368215,1703.2572554911453,72,-9.370380015432099
7,1.6,-2.8751872544367876,11.503930392998994,3.126216177913399,-0.556522,-12.0,3.141593,23.61802177323652,0.01537682208660085,6161.5512037726,72,-4.67490837191358
8,1.8,-2.9420528027663044,11.505181193492689,3.1292053856644437,-0.626087,-12.0,3.141593,23.619001683782177,0.012387614335556128,4476.574556444337,72,-5.429470486111112
9,2.1,-3.043894898308788,11.505410649073625,3.130216475549402,-0.730435,-12.0,3.141593,23.61898445070547,0.011376524450597891,3237.445710214024,72,-5.961848958333334
10,2.3,-3.0835632324686038,11.50528919475822,-3.13942795146099,-0.8,-12.0,3.141593,23.61595395417894,0.002164355718596656,2197.900625858775,72,-7.225130208333334
